0*C046983 06-Paris-LA-66 protocol
1*C039775 10,11-dihydro-10-hydroxycarbamazepine
2930*C033343 ethanolamine oleate
2931*D004986 Ether
2932*D004997 Ethinyl Estradiol
2933*C442659 ethinyl estradiol-desogestrel combination
2934*D019304 Ethinyl Estradiol-Norgestrel Combination
2935*D004998 Ethiodized Oil
2936*D005000 Ethionamide
2937*D005001 Ethionine
2938*D005013 Ethosuximide
2939*C000025 ethosuximide, quinacrine drug combination
2940*D005015 Ethoxyquin
2941*D005016 Ethoxzolamide
2942*C027641 ethybenztropine
2943*C403134 ethyl-3-(4'-geranyloxy-3'-methoxyphenyl)-2-propenoate
2944*C507035 ethyl 6-(N-(2-chloro-4-fluorophenyl)sulfamoyl)cyclohex-1-ene-1-carboxylate
2945*D005018 Ethyl Chloride
2946*C504648 ethyl(E,E,E)-7-(2-n-propoxy-5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-naphthalen-3-yl)-6-fluorp-3-methylocta-2,4,6-trienoate
2947*D005029 Ethylenediamines
2948*C039614 ethylisopropylamiloride
2949*D016314 Ethylketocyclazocine
2950*C029617 ethyl loflazepate
2951*C108318 ethyl methylphosphonic acid
2952*D005036 Ethylmorphine
2953*C100807 ethyl N-allyl-N-(2-methyl-3-(4-(4-amidinophenoxycarbonyl)phenyl)propenoyl)aminoacetate methanesulfonate
2954*C012313 ethyl-p-hydroxybenzoate
2955*C046522 ethyl pyruvate
2956*D005040 Ethynodiol Diacetate
2957*C045989 eticlopride
2958*D005041 Etidocaine
2959*D012968 Etidronic Acid
2960*C002125 etifoxine
2961*D005039 Etilefrine
2962*C481190 etilevodopa
2963*C044610 etizolam
2964*D017308 Etodolac
2965*D005045 Etomidate
2966*C054207 etomoxir
2967*C044815 etonogestrel
2968*C013528 etoperidone
2969*D005047 Etoposide
2970*D000077613 Etoricoxib
2971*D005048 Etorphine
2972*C425385 ET protocol
2973*C451734 etravirine
2974*D005050 Etretinate
2975*D000077591 Eucalyptol
2976*D005054 Eugenol
2977*C028995 eugenol, zinc oxide dental cavity lining
2978*C433928 EUK-134
2979*C436526 EUK-189
2980*C506425 eurycomanone
2981*C078927 eurystatin A
2982*C078928 eurystatin B
2983*C075765 EVAP protocol
2984*C087783 EVA regimen
2985*C028498 evening primrose oil
2986*D000068338 Everolimus
2987*C010152 eviprostat
2988*C049639 evodiamine
2989*C562064 EVP 4593
2990*D018691 Excitatory Amino Acid Antagonists
2991*C056516 exemestane
2992*D000077270 Exenatide
2993*C052932 exifone
2994*C063007 exoenzyme C3, Clostridium botulinum
2995*D000069438 Ezetimibe
2996*D000069499 Ezetimibe, Simvastatin Drug Combination
2997*C101866 ezogabine
2998*C099723 F 314
2999*D017316 Fadrozole
3000*C018541 falcarinol
3001*C030532 falipamil
3002*D000077595 Famciclovir
3003*C004992 famophos
3004*D015738 Famotidine
3005*C031179 FAM protocol
3006*C001205 fanasil, pyrimethamine drug combination
3007*C060802 fangchinoline
3008*D005204 Farnesol
3009*C112353 farnesylthioacetic acid
3010*C093323 farnesylthiosalicylic acid
3011*C049347 fasudil
3012*C545733 fatostatin
3013*D005223 Fats
3014*D005228 Fatty Acids, Essential
3015*D015525 Fatty Acids, Omega-3
3016*D043371 Fatty Acids, Omega-6
3017*D005231 Fatty Acids, Unsaturated
3018*D005232 Fatty Acids, Volatile
3019*D054872 Fatty Acid Synthesis Inhibitors
3020*D005233 Fatty Alcohols
3021*C462182 favipiravir
3022*C084773 fazadinium
3023*C075500 FCC13
3024*C471268 FD137 nitrosourea
3025*C113337 FDE protocol
3026*C017309 febantel
3027*D000069465 Febuxostat
3028*C471469 FeCl tetrakis-2-(triethyleneglycolmonomethylether)pyridylporphyrin
3029*C052498 FEC protocol
3030*C500582 Feitai
3031*D000078328 Felbamate
3032*D015736 Felodipine
3033*C033789 fenarimol
3034*D005273 Fenbendazole
3035*C012970 fenclofenac
3036*D005275 Fendiline
3037*C038996 fenflumizole
3038*D005277 Fenfluramine
3039*C032794 fenobam
3040*D011345 Fenofibrate
3041*D018818 Fenoldopam
3042*D005279 Fenoprofen
3043*D005280 Fenoterol
3044*C030809 fenoterol, ipratropium drug combination
3045*D017313 Fenretinide
3046*D005283 Fentanyl
3047*D005284 Fenthion
3048*C100112 fentonium
3049*C056164 fenugreek seed meal
3050*C078462 fepradinol
3051*D005290 Ferric Compounds
3052*C035552 ferric gluconate
3053*C000499 ferric oxide
3054*D000077605 Ferric Oxide, Saccharated
3055*C049051 ferric pyrophosphate
3056*C421458 ferric-sorbitol-citrate
3057*C024823 ferric sulfate
3058*C479230 ferroquine
3059*C573944 ferrostatin-1
3060*C031621 ferrous fumarate
3061*C020748 ferrous sulfate
3062*C431074 ferruginol
3063*C004999 ferulic acid
3064*C112517 ferulinolol
3065*C093230 fexofenadine
3066*C056723 FG 9041
3067*C010285 fibric acid
3068*D058607 Fibric Acids
3069*D005343 Fibrinolytic Agents
3070*D005344 Fibrinopeptide A
3071*D005345 Fibrinopeptide B
3072*D005363 Ficusin
3073*C077139 fidarestat
3074*D000069585 Filgrastim
3075*C542911 filicene
3076*D005372 Filipin
3077*C558933 fimasartan
3078*D018120 Finasteride
3079*D000068876 Fingolimod Hydrochloride
3080*C082360 fipronil
3081*C017875 fisetin
3082*D005395 Fish Oils
3083*C112463 FK 317 dihydrobenzoxazine
3084*C062761 FK 664
3085*C078949 FK 888
3086*C054974 FK 973
3087*C087490 FLAG protocol
3088*C028610 flavanone
3089*D005182 Flavin-Adenine Dinucleotide
3090*C544478 flavocoxid
3091*C500809 flavokawain A
3092*D047309 Flavones
3093*D005419 Flavonoids
3094*D044948 Flavonols
3095*D005422 Flavoxate
3096*D005424 Flecainide
3097*C087705 FLEP regimen
3098*D016576 Fleroxacin
3099*C056895 flesinoxan
3100*C047847 flestolol
3101*C548902 FLLL 32
3102*C400981 FLMP protocol
3103*C084600 floctafenine
3104*C045693 flomoxef
3105*C047316 flosequinan
3106*D005436 Floxacillin
3107*D005467 Floxuridine
3108*D015725 Fluconazole
3109*D005437 Flucytosine
3110*C024352 fludarabine
3111*D005438 Fludrocortisone
3112*C034635 fludrocortisone acetate
3113*D005439 Flufenamic Acid
3114*C017673 fluindione
3115*D005442 Flumazenil
3116*D005444 Flunarizine
3117*C007734 flunisolide
3118*D005445 Flunitrazepam
3119*D005446 Fluocinolone Acetonide
3120*D005447 Fluocinonide
3121*D005448 Fluocortolone
3122*D005449 Fluorenes
3123*D005459 Fluorides
3124*D005466 Fluorocarbons
3125*C031843 fluoromisonidazole
3126*D024841 Fluoroquinolones
3127*D005472 Fluorouracil
3128*D005473 Fluoxetine
3129*D005474 Fluoxymesterone
3130*C065161 fluparoxan
3131*D005475 Flupenthixol
3132*C007761 flupenthixol decanoate
3133*C041528 fluperlapine
3134*D005476 Fluphenazine
3135*C011825 fluphenazine depot
3136*C017610 fluphenazine enanthate
3137*C054627 fluphenazine sulfoxide
3138*C034161 flupirtine
3139*D005479 Flurazepam
3140*D005480 Flurbiprofen
3141*C084587 fluroxene
3142*D005484 Fluspirilene
3143*D005485 Flutamide
3144*D000068298 Fluticasone
3145*D000068297 Fluticasone-Salmeterol Drug Combination
3146*C010227 flutonidine
3147*D000077340 Fluvastatin
3148*D016666 Fluvoxamine
3149*C045849 F-MACHOP protocol
3150*C519846 folate-heparin-lithocholate
3151*C410216 Folfox protocol
3152*D005492 Folic Acid
3153*D000077604 Fomepizole
3154*C091346 fomivirsen
3155*D000077425 Fondaparinux
3156*D005557 Formaldehyde
3157*C014594 formestane
3158*C007768 formononetin
3159*C067584 formosanin C
3160*D000068759 Formoterol Fumarate
3161*C502480 formylchromone
3162*C000609944 Fortasyn Connect
3163*C426859 fosamprenavir
3164*C058728 fosbretabulin
3165*D017245 Foscarnet
3166*C035950 fosfedil
3167*C004955 fosfestrol
3168*D005578 Fosfomycin
3169*D017328 Fosinopril
3170*C043114 fosphenytoin
3171*C054368 fotemustine
3172*C006312 FPL 55712
3173*C572629 FPS-ZM1
3174*C096036 FR 118487
3175*C077882 FR 121196
3176*C079574 FR 139317
3177*C104334 FR 167653
3178*C105311 FR 173657
3179*C073992 FR 64822
3180*C075391 fraxinellone
3181*C430591 frederine
3182*D016166 Free Radical Scavengers
3183*C018066 frenolicin B
3184*D005620 Freund's Adjuvant
3185*C108128 frovatriptan
3186*C116580 fructooligosaccharide
3187*D005632 Fructose
3188*C029063 fructose-1,6-diphosphate
3189*C009252 fructus schizandrae, radix ginseng, radix ophiopogonis drug combination
3190*C007789 fucoidan
3191*C015896 fucosterol
3192*C025164 fucoxanthin
3193*C473894 fujiflavone P40
3194*C069837 fullerene C60
3195*D037741 Fullerenes
3196*C408042 fullerol C60(OH)24
3197*D000077267 Fulvestrant
3198*C005023 fulvic acid
3199*C026211 fumagillin
3200*D005650 Fumarates
3201*C032005 fumaric acid
3202*C000599091 fumosorinone
3203*D062610 Fungal Polysaccharides
3204*C007795 furaltadon
3205*D005663 Furans
3206*D005664 Furazolidone
3207*C039936 furegrelate
3208*D005665 Furosemide
3209*D005666 Fursultiamin
3210*C034341 fusaric acid N,N-diethylaminoethylamide
3211*D005672 Fusidic Acid
3212*D018755 GABA Agonists
3213*D058785 GABA-A Receptor Agonists
3214*D058787 GABA-A Receptor Antagonists
3215*D058786 GABA-B Receptor Agonists
3216*D018757 GABA Modulators
3217*D000077206 Gabapentin
3218*D016670 Gabexate
3219*C015542 gaboxadol
3220*C038958 gadolinium chloride
3221*D005688 Galactosamine
3222*C037032 galangin
3223*D005702 Galantamine
3224*C517546 galidesivir
3225*D005703 Gallamine Triethiodide
3226*D005707 Gallic Acid
3227*D005708 Gallium
3228*C512662 gallium maltolate
3229*C027235 gallium nitrate
3230*D005711 Gallopamil
3231*C000612263 gamabufotalin
3232*C052659 gambogic acid
3233*C500218 gamisopoonghwanghyul-tang
3234*D005680 gamma-Aminobutyric Acid
3235*C541824 (gamma-CyD)2 C60
3236*D018823 gamma-Endorphin
3237*C028929 gamma-glutamylglycine
3238*C102777 gamma-mangostin
3239*C013172 gamma-oryzanol
3240*C025473 gamma-sitosterol
3241*D024504 gamma-Tocopherol
3242*C105051 ganaxolone
3243*D015774 Ganciclovir
3244*D005732 Gangliosides
3245*C515005 ganoderic acid A
3246*C521787 ganoderol B
3247*C551027 GANT 61
3248*C477001 ganyanping
3249*C573355 garcinielliptone FC
3250*C000589472 gardenin A
3251*C546771 gardiquimod
3252*C419689 garenoxacin
3253*C045345 gastrodin
3254*D000077734 Gatifloxacin
3255*C505531 GCS-100
3256*C554753 GDP 366
3257*C106014 gedunin
3258*D000077156 Gefitinib
3259*C009622 gelatin, glycerin, zinc oxide drug combination
3260*C001277 geldanamycin
3261*C056507 gemcitabine
3262*C508870 gemcitabine-oxaliplatin regimen
3263*D015248 Gemfibrozil
3264*D000079982 Gemtuzumab
3265*C075656 GenHevac B Pasteur
3266*C007834 genipin
3267*D019833 Genistein
3268*C040641 genistin
3269*D005839 Gentamicins
3270*D005840 Gentian Violet
3271*C012997 gentiopicroside
3272*C039979 gepirone
3273*C024603 Geraniin
3274*C007836 geraniol
3275*C432872 geranyl acetate
3276*C017338 geranylgeraniol
3277*C031049 geranylgeranylacetone
3278*C002963 geranylgeranyl pyrophosphate
3279*C033273 Gestodene
3280*D000067048 Ghee
3281*C587256 GH-RH(1-29), desaminotyrosyl(1)-ornithyl(12,21)-alpha-aminobutryic acid(15)-norleucyl(27)-aspartyl(28)-agmatine(29)-
3282*C104201 gimeracil
3283*C007845 gingerol
3284*C077458 ginkgetin
3285*C063170 Ginkgo biloba extract
3286*C112485 ginkgolic acid
3287*C477042 ginkgolide A
3288*C045856 ginkgolide B
3289*C111520 ginsan
3290*C442759 ginsenoside Rb1
3291*C049863 ginsenoside Rd
3292*C049864 ginsenoside Re
3293*C035054 ginsenoside Rg1
3294*C026474 ginsenoside Rg2
3295*C097367 ginsenoside Rg3
3296*C572381 ginsenoside Rg5
3297*C425564 ginsenoside Rh1
3298*C101280 ginsenoside Rh4
3299*C472077 ginsenoside Rk1
3300*C472075 ginsenoside Rk3
3301*D036145 Ginsenosides
3302*C107601 glabridin
3303*D005897 Glafenine
3304*D000068717 Glatiramer Acetate
3305*C005004 glaucine
3306*C055124 glaucocalyxin A
3307*D005907 Gliclazide
3308*C057619 glimepiride
3309*D005912 Gliotoxin
3310*D005913 Glipizide
3311*D005934 Glucagon
3312*D005936 Glucans
3313*D005937 Glucaric Acid
3314*D005938 Glucocorticoids
3315*C060474 glucogallin
3316*C030691 gluconic acid
3317*D005944 Glucosamine
3318*D005947 Glucose
3319*C017323 glucose, glycerol, hydroxyethyl starch, perfluorodecalin, perfluorotripropylamine, pluronic F-68, salts, yolk phospholipids drug combination
3320*C030396 glucose-insulin-potassium cardioplegic solution
3321*C015240 glucose tolerance factor
3322*D005960 Glucosides
3323*C007858 glucuronyl glucosamine glycan sulfate
3324*D005973 Glutamine
3325*C585201 glutaminyl-glutamyl-glutaminyl-leucyl-glutamyl-arginyl-alanyl-leucyl-asparagyl-seryl-serine
3326*C424943 glutamyl-Se-methylselenocysteine
3327*C007864 glutarimide
3328*D005978 Glutathione
3329*D005984 Glutethimide
3330*D005905 Glyburide
3331*D005990 Glycerol
3332*C094503 glyceryl 2-arachidonate
3333*C560287 glyceryl-isoeugenol
3334*D005997 Glycerylphosphorylcholine
3335*D018684 Glycine Agents
3336*C000588486 glycine propionyl carnitine
3337*C086566 glycitein
3338*D006017 Glycolipids
3339*D006024 Glycopyrrolate
3340*D006025 Glycosaminoglycans
3341*D006027 Glycosides
3342*C515155 glycycoumarin
3343*D006033 Glycylglycine
3344*C117499 (glycyl-glycyl)GLP-2
3345*C531349 glycyrol
3346*D006034 Glycyrrhetinic Acid
3347*D019695 Glycyrrhizic Acid
3348*C057906 glyderinine
3349*D005677 G(M1) Ganglioside
3350*C081021 Go 6976
3351*D006046 Gold
3352*D017612 Gold Compounds
3353*D006052 Gold Sodium Thiomalate
3354*D007987 Gonadotropin-Releasing Hormone
3355*D006062 Gonadotropins
3356*C103280 goniothalamin
3357*C058504 goralatide
3358*D017273 Goserelin
3359*C119642 gosha-jinki-gan
3360*C059922 gossypetin
3361*D006072 Gossypol
3362*C000597094 govaniadine
3363*C090701 GR 127935
3364*C079014 GR 82334
3365*D017829 Granisetron
3366*D016179 Granulocyte Colony-Stimulating Factor
3367*D056604 Grape Seed Extract
3368*C511402 Grape Seed Proanthocyanidins
3369*C465546 green tea extract AR25
3370*D006118 Griseofulvin
3371*C479222 GRN163
3372*C544831 GSK 1363089
3373*C000595148 GSK2110183
3374*C000595149 GSK2141795
3375*C558292 GSK 2324
3376*C577920 GSK-2816126
3377*C000602008 GSK2879552
3378*C000599896 GSK3235025
3379*C501053 GT 061
3380*C420322 GT 715
3381*D006139 Guaiacol
3382*D006140 Guaifenesin
3383*D006143 Guanabenz
3384*C004945 guanadrel
3385*D006145 Guanethidine
3386*D016316 Guanfacine
3387*C023427 guanosine 5'-O-(2-thiodiphosphate)
3388*C073344 guanoxan
3389*C539574 guanxin No. 2
3390*C528663 guizhi decoction
3391*C525079 guizhi-fuling
3392*C000611307 GUM1 compound
3393*D006170 Gum Arabic
3394*C060188 Gur
3395*C111554 GV 150013X
3396*C479979 GW0742
3397*C412815 GW 4064
3398*C425931 GW 501516
3399*C000617853 GW 506033X
3400*C551538 GW 583340
3401*C401858 GW 7604
3402*C500810 GW8510
3403*C052565 GYKI 23107
3404*C418824 GYKI 47261
3405*C061950 GYKI 52466
3406*C474918 gypenoside
3407*C529376 GYY 4137
3408*C441088 H 2545
3409*C088233 H290-51
3410*C004380 H 35-25
3411*D006206 Halcinonide
3412*C023768 halofantrine
3413*C010176 halofuginone
3414*D006220 Haloperidol
3415*C033563 haloperidol decanoate
3416*D006221 Halothane
3417*C054176 haloxyfop
3418*D006247 Harmine
3419*C121944 HB-19 peptide
3420*C075659 HB-VAX
3421*C411103 HCT 3012
3422*C539481 HCV 796
3423*C400080 HCVAD protocol
3424*C001329 helenalin
3425*C505802 helioxanthin
3426*C514771 hematide
3427*C014579 hematodeanol
3428*D006401 Hematologic Agents
3429*D017324 Hematoporphyrin Derivative
3430*D006418 Heme
3431*C048849 heme arginate
3432*C106087 heme lysinate
3433*C026485 hemiacidrin
3434*D006426 Hemicholinium 3
3435*D006427 Hemin
3436*C042349 heminordihydroguaiaretic acid
3437*C000626944 hemistepsin
3438*C053936 hemoglobin XL99alpha
3439*C000716407 hempseed oil
3440*D006493 Heparin
3441*C031388 heparin-dihydergot
3442*C519845 heparin-lithocholate
3443*D006495 Heparin, Low-Molecular-Weight
3444*C410523 heparin, O-desulfated
3445*D022362 Hepatitis A Vaccines
3446*D006513 Hepatitis B e Antigens
3447*D017325 Hepatitis B Vaccines
3448*D006535 Heptaminol
3449*C581534 herbacetin
3450*C114209 herbal preparation PC-SPES
3451*D003932 Heroin
3452*C024034 Herpigon
3453*C013015 hesperetin
3454*D006569 Hesperidin
3455*C033022 hesperidin methylchalcone
3456*C000708209 HET0016
3457*D006571 Heterocyclic Compounds
3458*D006573 Heterocyclic Compounds, 1-Ring
3459*D006575 Heterocyclic Compounds, 3-Ring
3460*D006576 Heterocyclic Compounds, 4 or More Rings
3461*D001556 Hexachlorocyclohexane
3462*D006583 Hexadimethrine Bromide
3463*D018738 Hexamethonium
3464*C014026 hexamethylene bisacetamide
3465*C007936 hexaminecobalt (III) trichloride
3466*C086184 hexarelin
3467*D006594 Hexoprenaline
3468*C482862 heyneanol A
3469*C538724 HhAntag691
3470*C087346 hibifolin
3471*C066716 HiC-COM protocol
3472*C010185 himachalol
3473*C048172 himbacine
3474*C060299 hinokiflavone
3475*C072298 hirudin HV1
3476*D006629 Hirudins
3477*C046596 Hirudoid
3478*C479171 hirulog-like peptide
3479*C007946 hispidin
3480*C055957 hispidulin
3481*C103442 hispolon
3482*D006632 Histamine
3483*D006633 Histamine Antagonists
3484*D006634 Histamine H1 Antagonists
3485*D006635 Histamine H2 Antagonists
3486*D054828 Histamine H3 Antagonists
3487*D006641 Histidinol
3488*C454400 HLFP regimen
3489*C058577 HLo 7
3490*C000632706 HNK-102
3491*C077369 hodgkinsine
3492*C078665 HOE 140, desArg(10)-
3493*C100236 homatropine
3494*C070164 homocastasterone
3495*D006710 Homocysteine
3496*D006713 Homogentisic Acid
3497*D000077863 Homoharringtonine
3498*C057912 homoorientin
3499*D006719 Homovanillic Acid
3500*C005499 honokiol
3501*D006727 Hormone Antagonists
3502*C062018 HU 211
3503*C402416 HU 308
3504*C545813 huachansu
3505*C045607 huang-lien-chieh-tu-tang
3506*C027492 Huang Qi
3507*C439205 Huangqin-Tang
3508*C000627295 HUF-101
3509*C000594496 hugan qingzhi
3510*C050426 huperzine A
3511*C046064 HW 165
3512*C425384 HY 038
3513*D006820 Hyaluronic Acid
3514*D006827 Hydantoins
3515*D006830 Hydralazine
3516*C023818 hydrangenol
3517*C029424 hydrazine
3518*D006834 Hydrazines
3519*D006835 Hydrazones
3520*D006851 Hydrochloric Acid
3521*D006852 Hydrochlorothiazide
3522*C091365 hydrochlorothiazide, lisinopril drug combination
3523*C020743 hydrochlorothiazide-triamterene
3524*D006853 Hydrocodone
3525*D006854 Hydrocortisone
3526*C007975 hydrocortisone-17-butyrate
3527*C021650 hydrocortisone acetate
3528*C007133 hydrocortisone hemisuccinate
3529*C039803 hydrocortisone sodium phosphate
3530*C024594 hydrocotarnine
3531*D006859 Hydrogen
3532*D006861 Hydrogen Peroxide
3533*D006862 Hydrogen Sulfide
3534*D047348 Hydrolyzable Tannins
3535*D004091 Hydromorphone
3536*C012353 hydroperoxyisophosphamide
3537*C014486 hydroquinidine
3538*C031927 hydroquinone
3539*C010467 hydrotalcite
3540*D006877 Hydroxamic Acids
3541*D006879 Hydroxocobalamin
3542*D006882 Hydroxyapatites
3543*D006886 Hydroxychloroquine
3544*D006887 Hydroxycholecalciferols
3545*C007999 hydroxycitric acid
3546*D006895 Hydroxyethyl Starch Derivatives
3547*C431085 hydroxyfasudil
3548*C014290 hydroxyflutamide
3549*C051414 hydroxygenkwanin
3550*D019811 Hydroxylamine
3551*C027299 hydroxymaprotilin
3552*D019161 Hydroxymethylglutaryl-CoA Reductase Inhibitors
3553*C085278 hydroxysafflor yellow A
3554*D006918 Hydroxyurea
3555*D006919 Hydroxyzine
3556*D006923 Hymecromone
3557*C058309 hypaconitine
3558*C477838 hyperCDT protocol
3559*C001654 hyperforin
3560*C004965 hypericin
3561*C021304 hyperoside
3562*D000960 Hypolipidemic Agents
3563*C000623387 HZ-6d compound
3564*C006013 IA 4
3565*C056512 IAP protocol
3566*D000077557 Ibandronic Acid
3567*D007050 Ibogaine
3568*C551803 ibrutinib
3569*C000588695 IBS008738
3570*C038366 ibudilast
3571*D007052 Ibuprofen
3572*C106674 ibuprofen arginine
3573*C067192 ibutilide
3574*C477872 IC 87114
3575*C056599 icariin
3576*C499403 icaritin
3577*C065679 icatibant
3578*C056638 ICE protocol 1
3579*C080042 ICE protocol 3
3580*C084574 ICE protocol 4
3581*C090705 ICE protocol 5
3582*C026777 ICI 118551
3583*C036405 ICI 154129
3584*C051781 ICI 164384
3585*C058219 ICI 195739
3586*C082246 ICI D2788
3587*C081112 ICI D8731
3588*C490483 icilin
3589*D000077607 Icodextrin
3590*C531470 icotinib
3591*C400142 Ida-FLAG protocol
3592*D015255 Idarubicin
3593*D019329 Idazoxan
3594*C036619 idebenone
3595*C552946 idelalisib
3596*C404743 IDN 5109
3597*C071362 idoxifene
3598*D007065 Idoxuridine
3599*C479958 idraparinux
3600*C076966 idrapril
3601*C557801 IDX184
3602*C110702 IEM 1460
3603*C092754 IEM 1754
3604*C406748 IEM 1925
3605*C069846 IE protocol
3606*C010739 ifenprodil
3607*C078904 ifetroban
3608*C480833 IFL protocol
3609*D007069 Ifosfamide
3610*C065310 igmesine
3611*C521502 IL13-PE38
3612*C119615 ilaprazole
3613*C119203 ilomastat
3614*D016285 Iloprost
3615*D000068877 Imatinib Mesylate
3616*C519562 imetelstat
3617*C082359 imidacloprid
3618*C065166 imidapril
3619*C078006 imidaprilat
3620*C082661 imidazenil
3621*C029899 imidazole
3622*C100119 imidazole mustard
3623*C113661 imidazolium-bis(imidazole)dimethylsulfoxideimidazotetrachlororuthenate(III)
3624*D007098 Imino Acids
3625*D015378 Imipenem
3626*D007099 Imipramine
3627*D000077271 Imiquimod
3628*C121876 imisopasem manganese
3629*C561127 IMMLG5521
3630*C505097 IMMU-110
3631*D000082082 Immune Checkpoint Inhibitors
3632*D018796 Immunoconjugates
3633*D007155 Immunologic Factors
3634*C058028 immunomycin
3635*D007166 Immunosuppressive Agents
3636*D000922 Immunotoxins
3637*C587358 imoxin
3638*C031534 imperatorin
3639*D017446 Impromidine
3640*C523952 IN6CPBD
3641*C078038 inchinko-to
3642*C431890 indantadol
3643*D007190 Indapamide
3644*C494243 indapamide, perindopril drug combination
3645*C418119 indatraline
3646*C042398 indecainide
3647*D007203 Indigo Carmine
3648*D019469 Indinavir
3649*C428264 indioside D
3650*C027185 indirubin
3651*C038812 Indolapril
3652*C016517 indole-3-carbinol
3653*C000626787 indole-3-guanylhydrazone hydrochloride
3654*C514526 indole-5-carboxamide
3655*C030737 indoleacetic acid
3656*C050325 indolidan
3657*D007213 Indomethacin
3658*C507313 indomethacin ethyl ester
3659*C489645 indomethacin phenethylamide
3660*D007216 Indoprofen
3661*D007217 Indoramin
3662*C008124 Infecundin
3663*C568950 infigratinib
3664*C001451 Innovar
3665*C491685 INO 1001
3666*D007288 Inosine
3667*D007290 Inosine Diphosphate
3668*D007291 Inosine Monophosphate
3669*D007294 Inositol
3670*C013063 inositol hexasulfate
3671*C071861 inostamycin
3672*C541377 INP 0341
3673*C541376 INP 0400
3674*D007306 Insecticides
3675*D061267 Insulin Aspart
3676*C541917 INT 131
3677*C050739 interferon alfacon-1
3678*C554150 interferon alfa-n1
3679*D016898 Interferon-alpha
3680*D007369 Interferon Inducers
3681*D007372 Interferons
3682*D016753 Interleukin-10
3683*D053590 Interleukin 1 Receptor Antagonist Protein
3684*D007376 Interleukin-2
3685*C104543 interleukin 6-interleukin 6 receptor fusion protein, recombinant
3686*C037666 intetrix
3687*D007444 Inulin
3688*D007455 Iodine
3689*C000614965 Iodine-131
3690*C094023 iodopravadoline
3691*D004103 Iodoquinol
3692*C468130 iodoresiniferatoxin
3693*D007486 Ipecac
3694*D009241 Ipratropium
3695*C018986 ipriflavone
3696*D007488 Iprindole
3697*D007490 Iproniazid
3698*C014898 IPS 339
3699*C043077 ipsapirone
3700*D000077405 Irbesartan
3701*D057889 Iridoid Glycosides
3702*D039823 Iridoids
3703*D000077146 Irinotecan
3704*D007501 Iron
3705*D007502 Iron Chelating Agents
3706*D007505 Iron-Dextran Complex
3707*D019266 Iron, Dietary
3708*C448299 iron protoporphyrin IX
3709*C520511 irosustat
3710*C041836 irsogladine
3711*C020375 isaxonine
3712*C032787 isoalantolactone
3713*C022871 isoborneol
3714*C020914 isobutaclamol
3715*D007520 Isocarboxazid
3716*C453300 isocoumarin NM-3
3717*C517885 isodiospyrol A
3718*D007528 Isoetharine
3719*C008180 isoferulic acid
3720*D007529 Isoflavones
3721*C065592 isoflupredone acetate
3722*D007530 Isoflurane
3723*C483462 isofon
3724*C015300 isoguvacine
3725*C040920 isoliquiritigenin
3726*C084321 isoliquiritin apioside
3727*D007538 Isoniazid
3728*C087181 isoniazid, pyrazinamide, rifampin drug combination
3729*C569115 isonitrosoacetone
3730*C004809 isopentenyl pyrophosphate
3731*C000607202 isopentyl ferulate
3732*C027061 isophosphamide mustard
3733*D007545 Isoproterenol
3734*C409816 isopulegol
3735*C016527 isoquercitrin
3736*D007546 Isoquinolines
3737*C432307 isorhapontigenin
3738*C538973 isosakuranetin
3739*C027321 isosalipurposide
3740*C030397 isosorbide-5-mononitrate
3741*D007548 Isosorbide Dinitrate
3742*C431665 isosorbide-hydralazine combination
3743*C027172 isospaglumic acid
3744*C044170 isoteolin
3745*D017879 Isothiocyanates
3746*D015474 Isotretinoin
3747*D007555 Isoxazoles
3748*D007556 Isoxsuprine
3749*D017275 Isradipine
3750*C111599 istradefylline
3751*C070191 itasetron
3752*D017964 Itraconazole
3753*C057022 iturelix
3754*C545203 ivacaftor
3755*C098434 IVAC protocol
3756*C064227 IVA protocol
3757*D007559 Ivermectin
3758*C430592 ixabepilone
3759*C402921 J 113397
3760*C057531 jasplakinolide
3761*C554161 JB-788
3762*C412308 JBP 485
3763*C577200 JD5037
3764*C116581 jen-san-yaung-jung-tang
3765*C066308 JET protocol
3766*C402944 JHW 015
3767*C527855 jinghua weikang
3768*C562099 JMF2-1 compound
3769*C547250 JNJ-31020028
3770*C518829 JP-1302
3771*C561695 (+)-JQ1 compound
3772*C471998 JTE 013
3773*C468268 JTE 607
3774*C422645 JTE 907
3775*C094211 JTP 4819
3776*C107494 JTV 506
3777*C005134 juglone
3778*C115013 juniper berry oil
3779*C063587 juzentaihoto
3780*C534333 JZL 184
3781*C410337 K 7174
3782*C006552 kaempferol
3783*C066407 kaempferol-3-O-galactoside
3784*C064309 kaempferol 3-O-sophoroside
3785*C046438 kahweol acetate
3786*D007608 Kainic Acid
3787*C000605449 Kai-Xin-San
3788*C510231 Kalpaamruthaa
3789*D007612 Kanamycin
3790*C468270 Kangen-karyu
3791*C553674 kangshuai yizhi
3792*C020251 kappa-casein glycomacropeptide
3793*C121292 KB R6933
3794*C510621 KCC 009
3795*C119620 kenpaullone
3796*D007649 Ketamine
3797*D007650 Ketanserin
3798*C012394 ketobemidone
3799*D007654 Ketoconazole
3800*D007660 Ketoprofen
3801*C029946 ketoprofen lysine
3802*D020910 Ketorolac
3803*D020911 Ketorolac Tromethamine
